bill_number,bill_date,customer_name,service_name,staff_name,customer_id,staff_id,service_id,service_category,service_cost
391,4/23/2017,Rebecka Iddins,Shaving,Ralina Pollicatt,1074,54,6,STYLE,100
392,4/23/2017,Allx Ogborn,Shampoo,Cloris Dudeney,1099,57,5,STYLE,100
393,4/24/2017,Hi Gregori,Hair Cut,Ralina Pollicatt,1069,54,3,STYLE,100
394,4/25/2017,Angy Verdy,Shaving,Cloris Dudeney,1135,57,6,STYLE,100
395,4/25/2017,Rex Sturdgess,Hair Spa,Dayle Pfeffle,1033,56,4,STYLE,200
396,4/26/2017,Sarette Graser,Hair Cut,Dayle Pfeffle,1131,56,3,STYLE,100
397,4/26/2017,Byrle Rushman,Color full color,Cloris Dudeney,1108,57,1,COLOR,200
398,4/26/2017,Josi Masser,Hair Spa,Cristine Bosman,1048,51,4,STYLE,200
399,4/26/2017,Gregor Tolley,Shampoo,Cloris Dudeney,1039,57,5,STYLE,100
400,4/26/2017,Florella Van den Broek,Color full color,Ralina Pollicatt,1023,54,1,COLOR,200
401,4/27/2017,Lotty Danbye,Color full color,Ralina Pollicatt,1119,54,1,COLOR,200
402,4/27/2017,Benton Isacq,Hair Cut,June Pynn,1002,53,3,STYLE,100
403,4/27/2017,Rex Sturdgess,Shaving,Jackie Leggate,1033,52,6,STYLE,100
404,4/27/2017,Charo Jermey,Blowdry + style,June Pynn,1128,53,2,STYLE,50
405,4/28/2017,Laney Pontain,Shampoo,Ralina Pollicatt,1124,54,5,STYLE,100
406,4/28/2017,Haleigh Mainland,Shampoo,Cristine Bosman,1151,51,5,STYLE,100
407,4/29/2017,Angy Verdy,Shaving,Dayle Pfeffle,1135,56,6,STYLE,100
408,4/29/2017,Alisun Mityashin,Hair Spa,Cloris Dudeney,1055,57,4,STYLE,200
409,4/30/2017,Athena McClean,Color full color,Jackie Leggate,1012,52,1,COLOR,200
410,4/30/2017,Bevon Bohl,Shaving,June Pynn,1096,53,6,STYLE,100
411,05-01-2017,Lari Swayland,Shaving,Munroe Cumes,1081,55,6,STYLE,100
412,05-01-2017,Oby Downey,Shaving,June Pynn,1107,53,6,STYLE,100
413,05-01-2017,Trace Larenson,Blowdry + style,Cristine Bosman,1026,51,2,STYLE,50
414,05-01-2017,Jenilee Chaves,Hair Spa,Dayle Pfeffle,1010,56,4,STYLE,200
415,05-02-2017,Bucky Kealey,Shaving,Ralina Pollicatt,1042,54,6,STYLE,100
416,05-02-2017,Bucky Kealey,Hair Spa,June Pynn,1042,53,4,STYLE,200
417,05-03-2017,Allx Ogborn,Shampoo,Ralina Pollicatt,1099,54,5,STYLE,100
418,05-03-2017,Bucky Kealey,Color full color,Cloris Dudeney,1042,57,1,COLOR,200
419,05-03-2017,Angy Verdy,Blowdry + style,Munroe Cumes,1135,55,2,STYLE,50
420,05-04-2017,Allan MacLeod,Shampoo,Dayle Pfeffle,1011,56,5,STYLE,100
421,05-04-2017,Kahaleel Roseaman,Blowdry + style,Dayle Pfeffle,1061,56,2,STYLE,50
422,05-05-2017,Ken Simonot,Blowdry + style,Dayle Pfeffle,1075,56,2,STYLE,50
423,05-05-2017,Rex Sturdgess,Hair Cut,June Pynn,1033,53,3,STYLE,100
424,05-05-2017,Nathanael Grigoliis,Color full color,Ralina Pollicatt,1136,54,1,COLOR,200
425,05-07-2017,Tommi Minett,Shampoo,June Pynn,1087,53,5,STYLE,100
426,05-07-2017,Klement Arnaudot,Shampoo,Cristine Bosman,1043,51,5,STYLE,100
427,05-07-2017,Leanor McAuslene,Shampoo,Munroe Cumes,1080,55,5,STYLE,100
428,05-07-2017,Josi Masser,Hair Cut,Cloris Dudeney,1048,57,3,STYLE,100
429,05-07-2017,Tammi Covolini,Blowdry + style,Jackie Leggate,1060,52,2,STYLE,50
430,05-08-2017,Rex Sturdgess,Shampoo,Dayle Pfeffle,1033,56,5,STYLE,100
431,05-08-2017,Florella Van den Broek,Shaving,Dayle Pfeffle,1023,56,6,STYLE,100
432,05-08-2017,Lura Stellino,Shaving,Ralina Pollicatt,1025,54,6,STYLE,100
433,05-09-2017,Aleksandr Branford,Shampoo,Dayle Pfeffle,1022,56,5,STYLE,100
434,05-09-2017,Carce Francklin,Hair Cut,Cristine Bosman,1036,51,3,STYLE,100
435,05-09-2017,Gusta Guichard,Hair Cut,Jackie Leggate,1109,52,3,STYLE,100
436,05-09-2017,Indira Vallentin,Blowdry + style,Jackie Leggate,1073,52,2,STYLE,50
437,05-10-2017,Lucilia Morkham,Hair Spa,Dayle Pfeffle,1030,56,4,STYLE,200
438,05-10-2017,Francine Kunkler,Hair Cut,Cristine Bosman,1089,51,3,STYLE,100
439,05-10-2017,Maddalena Mitchell,Hair Spa,Jackie Leggate,1037,52,4,STYLE,200
440,05-10-2017,Natala Hammatt,Shampoo,Munroe Cumes,1090,55,5,STYLE,100
441,05-10-2017,Boycey Robart,Shaving,Jackie Leggate,1077,52,6,STYLE,100
442,05-11-2017,Klement Arnaudot,Shampoo,Jackie Leggate,1043,52,5,STYLE,100
443,05-11-2017,Rollins Cosely,Shampoo,June Pynn,1129,53,5,STYLE,100
444,05-11-2017,Gregor Tolley,Shampoo,June Pynn,1039,53,5,STYLE,100
445,05-12-2017,Vida Peddie,Blowdry + style,Cristine Bosman,1153,51,2,STYLE,50
446,5/13/2017,Gabbi Bagshaw,Blowdry + style,Munroe Cumes,1106,55,2,STYLE,50
447,5/14/2017,Hephzibah Orteu,Hair Cut,Jackie Leggate,1035,52,3,STYLE,100
448,5/14/2017,Dale Jonk,Hair Spa,Cristine Bosman,1079,51,4,STYLE,200
449,5/14/2017,Carol-jean Blacker,Color full color,Cristine Bosman,1057,51,1,COLOR,200
450,5/15/2017,Eb Levay,Shaving,Ralina Pollicatt,1092,54,6,STYLE,100
451,5/15/2017,Sabine Gioan,Blowdry + style,Cristine Bosman,1154,51,2,STYLE,50
452,5/16/2017,Web Addionisio,Shampoo,June Pynn,1027,53,5,STYLE,100
453,5/16/2017,Gerta Willmetts,Shaving,Cristine Bosman,1158,51,6,STYLE,100
454,5/16/2017,Domini Kintish,Blowdry + style,Munroe Cumes,1056,55,2,STYLE,50
455,5/16/2017,Hi Gregori,Blowdry + style,Jackie Leggate,1069,52,2,STYLE,50
456,5/16/2017,Paddy Pandie,Color full color,June Pynn,1044,53,1,COLOR,200
457,5/17/2017,Sylvia Yersin,Hair Spa,Ralina Pollicatt,1168,54,4,STYLE,200
458,5/17/2017,Bobinette Boothe,Hair Cut,Cloris Dudeney,1088,57,3,STYLE,100
459,5/17/2017,Josefa Gwinnell,Shaving,Cristine Bosman,1102,51,6,STYLE,100
460,5/18/2017,Boycey Robart,Hair Cut,Ralina Pollicatt,1077,54,3,STYLE,100
461,5/18/2017,Amity Chisholm,Hair Cut,June Pynn,1139,53,3,STYLE,100
462,5/18/2017,Ewen McCaskell,Hair Cut,Jackie Leggate,1018,52,3,STYLE,100
463,5/18/2017,Dav Uccelli,Shaving,Dayle Pfeffle,1149,56,6,STYLE,100
464,5/18/2017,Mitchell Dockwra,Hair Cut,Jackie Leggate,1141,52,3,STYLE,100
465,5/20/2017,Gabbi Bagshaw,Shaving,June Pynn,1106,53,6,STYLE,100
466,5/20/2017,Toby MacDwyer,Blowdry + style,Ralina Pollicatt,1122,54,2,STYLE,50
467,5/21/2017,Cos Maryan,Hair Cut,Munroe Cumes,1031,55,3,STYLE,100
468,5/21/2017,Sabine Gioan,Hair Cut,Cloris Dudeney,1154,57,3,STYLE,100
469,5/21/2017,Egon Waistell,Blowdry + style,June Pynn,1121,53,2,STYLE,50
470,5/22/2017,Marla Ainley,Shampoo,Dayle Pfeffle,1146,56,5,STYLE,100
471,5/22/2017,Walliw Monelli,Hair Cut,Dayle Pfeffle,1111,56,3,STYLE,100
472,5/22/2017,Allan MacLeod,Shaving,Munroe Cumes,1011,55,6,STYLE,100
473,5/22/2017,Marla Ainley,Hair Cut,Cloris Dudeney,1146,57,3,STYLE,100
474,5/22/2017,Ebony Izkovicz,Color full color,June Pynn,1008,53,1,COLOR,200
475,5/24/2017,Benjy Bewley,Shaving,Ralina Pollicatt,1068,54,6,STYLE,100
476,5/24/2017,Quint Flear,Shaving,Jackie Leggate,1050,52,6,STYLE,100
477,5/25/2017,Indira Vallentin,Blowdry + style,Dayle Pfeffle,1073,56,2,STYLE,50
478,5/25/2017,King Harsent,Shaving,June Pynn,1157,53,6,STYLE,100
479,5/25/2017,Mab Limb,Shaving,Jackie Leggate,1113,52,6,STYLE,100
480,5/25/2017,Bibi Morritt,Shaving,Ralina Pollicatt,1165,54,6,STYLE,100
481,5/26/2017,Josi Masser,Hair Spa,Cloris Dudeney,1048,57,4,STYLE,200
482,5/26/2017,King Harsent,Hair Cut,Cloris Dudeney,1157,57,3,STYLE,100
483,5/26/2017,Sharline Pawlicki,Shampoo,Ralina Pollicatt,1059,54,5,STYLE,100
484,5/26/2017,Francine Kunkler,Color full color,June Pynn,1089,53,1,COLOR,200
485,5/26/2017,Benjy Bewley,Hair Spa,Munroe Cumes,1068,55,4,STYLE,200
486,5/26/2017,Jenilee Chaves,Hair Spa,June Pynn,1010,53,4,STYLE,200
487,5/27/2017,Sayer McClay,Shampoo,Dayle Pfeffle,1019,56,5,STYLE,100
488,5/27/2017,Allx Ogborn,Color full color,Dayle Pfeffle,1099,56,1,COLOR,200
489,5/28/2017,Ara Maykin,Shampoo,Ralina Pollicatt,1161,54,5,STYLE,100
490,5/28/2017,Laney Pontain,Shampoo,Cloris Dudeney,1124,57,5,STYLE,100
491,5/29/2017,Gene Gommes,Color full color,Cristine Bosman,1029,51,1,COLOR,200
492,5/29/2017,Sabine Gioan,Hair Spa,Cloris Dudeney,1154,57,4,STYLE,200
493,5/30/2017,Ewen McCaskell,Blowdry + style,June Pynn,1018,53,2,STYLE,50
494,5/30/2017,Dav Uccelli,Hair Spa,Cristine Bosman,1149,51,4,STYLE,200
495,5/30/2017,Tobe Elstub,Hair Cut,Jackie Leggate,1007,52,3,STYLE,100
496,5/31/2017,Kahaleel Roseaman,Color full color,Cristine Bosman,1061,51,1,COLOR,200
497,06-01-2017,Stacie Klaiser,Blowdry + style,Cristine Bosman,1164,51,2,STYLE,50
498,06-01-2017,Holden Ventum,Shampoo,Jackie Leggate,1112,52,5,STYLE,100
499,06-02-2017,Winn Dongles,Shaving,June Pynn,1152,53,6,STYLE,100
500,06-02-2017,Starlene Rubinshtein,Blowdry + style,Dayle Pfeffle,1040,56,2,STYLE,50
501,06-03-2017,Annadiane Tattersdill,Blowdry + style,Cristine Bosman,1093,51,2,STYLE,50
502,06-03-2017,Ulrica Petti,Hair Cut,Cloris Dudeney,1123,57,3,STYLE,100
503,06-04-2017,Jenilee Chaves,Color full color,Jackie Leggate,1010,52,1,COLOR,200
504,06-04-2017,Stanley Wheelband,Shampoo,Ralina Pollicatt,1120,54,5,STYLE,100
505,06-04-2017,Ara Maykin,Blowdry + style,Ralina Pollicatt,1161,54,2,STYLE,50
506,06-05-2017,Zenia McKie,Hair Spa,Ralina Pollicatt,1095,54,4,STYLE,200
507,06-05-2017,Lari Swayland,Hair Cut,Ralina Pollicatt,1081,54,3,STYLE,100
508,06-05-2017,Sindee Chevins,Shampoo,Dayle Pfeffle,1127,56,5,STYLE,100
509,06-05-2017,Meyer Ellcock,Hair Cut,Cristine Bosman,1162,51,3,STYLE,100
510,06-05-2017,Suki Ebbers,Color full color,June Pynn,1021,53,1,COLOR,200
511,06-05-2017,Conny Matveichev,Blowdry + style,Cloris Dudeney,1016,57,2,STYLE,50
512,06-06-2017,Aleece O'Fergus,Shaving,Dayle Pfeffle,1020,56,6,STYLE,100
513,06-06-2017,Andriana Rieme,Blowdry + style,Ralina Pollicatt,1006,54,2,STYLE,50
514,06-07-2017,Shara Garey,Shaving,Cristine Bosman,1004,51,6,STYLE,100
515,06-07-2017,Sabine Gioan,Shaving,Dayle Pfeffle,1154,56,6,STYLE,100
516,06-07-2017,Calhoun Cutteridge,Color full color,Dayle Pfeffle,1110,56,1,COLOR,200
517,06-07-2017,Kahaleel Roseaman,Color full color,Cloris Dudeney,1061,57,1,COLOR,200
518,06-09-2017,Heddie Chatainier,Shampoo,June Pynn,1038,53,5,STYLE,100
519,06-09-2017,Ilysa Hansen,Hair Spa,Dayle Pfeffle,1097,56,4,STYLE,200
520,06-09-2017,Mari Clifford,Blowdry + style,Cristine Bosman,1101,51,2,STYLE,50
521,06-09-2017,Mab Limb,Shaving,Dayle Pfeffle,1113,56,6,STYLE,100
522,06-09-2017,Shayna Borrowman,Shampoo,Jackie Leggate,1148,52,5,STYLE,100
523,06-09-2017,Sharline Pawlicki,Hair Spa,June Pynn,1059,53,4,STYLE,200
524,06-10-2017,Marty Creighton,Hair Spa,Dayle Pfeffle,1028,56,4,STYLE,200
525,06-10-2017,Lurlene Cristofvao,Shampoo,Cristine Bosman,1005,51,5,STYLE,100
526,06-10-2017,Quint Flear,Shampoo,Cloris Dudeney,1050,57,5,STYLE,100
527,06-10-2017,Byrle Rushman,Hair Cut,Munroe Cumes,1108,55,3,STYLE,100
528,06-11-2017,Eb Levay,Color full color,June Pynn,1092,53,1,COLOR,200
529,06-12-2017,Trace Larenson,Hair Cut,Dayle Pfeffle,1026,56,3,STYLE,100
530,06-12-2017,Rossie Kumar,Shampoo,Jackie Leggate,1140,52,5,STYLE,100
531,6/13/2017,Carce Francklin,Hair Spa,Cristine Bosman,1036,51,4,STYLE,200
532,6/14/2017,Eward Jilkes,Blowdry + style,Cristine Bosman,1013,51,2,STYLE,50
533,6/14/2017,Paddy Pandie,Blowdry + style,Dayle Pfeffle,1044,56,2,STYLE,50
534,6/14/2017,Kienan O'Dwyer,Hair Spa,Ralina Pollicatt,1132,54,4,STYLE,200
535,6/15/2017,Alexandro Wheatcroft,Color full color,Cristine Bosman,1130,51,1,COLOR,200
536,6/15/2017,Aurthur Bavridge,Hair Spa,Dayle Pfeffle,1098,56,4,STYLE,200
537,6/16/2017,Shara Garey,Color full color,Cloris Dudeney,1004,57,1,COLOR,200
538,6/16/2017,Chiquita Benet,Shaving,Jackie Leggate,1117,52,6,STYLE,100
539,6/16/2017,Hi Gregori,Shampoo,Ralina Pollicatt,1069,54,5,STYLE,100
540,6/16/2017,Rebecka Iddins,Shaving,Munroe Cumes,1074,55,6,STYLE,100
541,6/17/2017,Toby MacDwyer,Hair Spa,Cloris Dudeney,1122,57,4,STYLE,200
542,6/17/2017,Josefa Gwinnell,Blowdry + style,Cloris Dudeney,1102,57,2,STYLE,50
543,6/17/2017,Daffy Fleischmann,Hair Spa,Jackie Leggate,1066,52,4,STYLE,200
544,6/18/2017,Perry McClurg,Shampoo,Cristine Bosman,1163,51,5,STYLE,100
545,6/18/2017,Web Addionisio,Shaving,Jackie Leggate,1027,52,6,STYLE,100
546,6/19/2017,Torie Soff,Blowdry + style,Dayle Pfeffle,1137,56,2,STYLE,50
547,6/21/2017,Shara Garey,Hair Spa,Cristine Bosman,1004,51,4,STYLE,200
548,6/21/2017,Lari Swayland,Color full color,Cristine Bosman,1081,51,1,COLOR,200
549,6/21/2017,Trace Larenson,Shaving,Dayle Pfeffle,1026,56,6,STYLE,100
550,6/22/2017,Daffy Fleischmann,Shaving,Ralina Pollicatt,1066,54,6,STYLE,100
551,6/22/2017,Trueman Eiler,Hair Spa,Dayle Pfeffle,1024,56,4,STYLE,200
552,6/22/2017,Bobinette Boothe,Shampoo,Munroe Cumes,1088,55,5,STYLE,100
553,6/23/2017,Kahaleel Roseaman,Hair Cut,Dayle Pfeffle,1061,56,3,STYLE,100
554,6/23/2017,Meir Corbyn,Shampoo,Cristine Bosman,1047,51,5,STYLE,100
555,6/24/2017,Don Giorio,Shaving,June Pynn,1167,53,6,STYLE,100
556,6/25/2017,Velvet Napoli,Hair Cut,Cristine Bosman,1051,51,3,STYLE,100
557,6/25/2017,Isiahi Fowgies,Hair Cut,Ralina Pollicatt,1125,54,3,STYLE,100
558,6/26/2017,Toby Shiliton,Shampoo,June Pynn,1062,53,5,STYLE,100
559,6/26/2017,Conny Matveichev,Blowdry + style,Jackie Leggate,1016,52,2,STYLE,50
560,6/27/2017,Enrichetta Sircomb,Blowdry + style,Ralina Pollicatt,1105,54,2,STYLE,50
561,6/27/2017,Haleigh Mainland,Shaving,Ralina Pollicatt,1151,54,6,STYLE,100
562,6/28/2017,Calhoun Cutteridge,Hair Spa,Dayle Pfeffle,1110,56,4,STYLE,200
563,6/29/2017,Theda Wanderschek,Blowdry + style,Cristine Bosman,1065,51,2,STYLE,50
564,6/29/2017,Carol-jean Blacker,Color full color,Cristine Bosman,1057,51,1,COLOR,200
565,6/29/2017,Josefa Gwinnell,Blowdry + style,Cristine Bosman,1102,51,2,STYLE,50
566,6/30/2017,Pierce Hryskiewicz,Shaving,June Pynn,1067,53,6,STYLE,100
567,6/30/2017,Alexandro Wheatcroft,Hair Cut,Ralina Pollicatt,1130,54,3,STYLE,100
568,6/30/2017,Courtenay Shyre,Hair Cut,Munroe Cumes,1114,55,3,STYLE,100
569,07-01-2017,Trueman Eiler,Hair Cut,Ralina Pollicatt,1024,54,3,STYLE,100
570,07-01-2017,Florella Van den Broek,Shampoo,Cloris Dudeney,1023,57,5,STYLE,100
571,07-01-2017,Rubie Kremer,Hair Spa,June Pynn,1160,53,4,STYLE,200
572,07-01-2017,Heddie Chatainier,Color full color,Jackie Leggate,1038,52,1,COLOR,200
573,07-02-2017,Trace Larenson,Hair Spa,Munroe Cumes,1026,55,4,STYLE,200
574,07-03-2017,Leanor McAuslene,Hair Spa,Ralina Pollicatt,1080,54,4,STYLE,200
575,07-03-2017,Cos Maryan,Hair Cut,Dayle Pfeffle,1031,56,3,STYLE,100
576,07-04-2017,Alejandra Lapworth,Color full color,Jackie Leggate,1138,52,1,COLOR,200
577,07-04-2017,Mab Limb,Shaving,June Pynn,1113,53,6,STYLE,100
578,07-04-2017,Indira Vallentin,Blowdry + style,Cloris Dudeney,1073,57,2,STYLE,50
579,07-05-2017,Vida Peddie,Color full color,Cloris Dudeney,1153,57,1,COLOR,200
580,07-05-2017,Starlene Rubinshtein,Hair Spa,Cloris Dudeney,1040,57,4,STYLE,200
581,07-05-2017,Lurlene Cristofvao,Shampoo,Cloris Dudeney,1005,57,5,STYLE,100
582,07-06-2017,Ilysa Hansen,Blowdry + style,June Pynn,1097,53,2,STYLE,50
583,07-06-2017,Allan MacLeod,Hair Spa,Cristine Bosman,1011,51,4,STYLE,200
584,07-07-2017,Suki Ebbers,Color full color,Munroe Cumes,1021,55,1,COLOR,200
585,07-07-2017,Wheeler Human,Hair Spa,June Pynn,1058,53,4,STYLE,200
586,07-07-2017,Starlene Rubinshtein,Blowdry + style,Jackie Leggate,1040,52,2,STYLE,50
587,07-08-2017,Amabel Yanez,Blowdry + style,Dayle Pfeffle,1084,56,2,STYLE,50
588,07-08-2017,Natala Hammatt,Shampoo,Cristine Bosman,1090,51,5,STYLE,100
589,07-08-2017,Meyer Ellcock,Color full color,Cloris Dudeney,1162,57,1,COLOR,200
590,07-08-2017,Lotty Danbye,Hair Spa,June Pynn,1119,53,4,STYLE,200
591,07-08-2017,Ilysa Hansen,Shaving,Jackie Leggate,1097,52,6,STYLE,100
592,07-08-2017,Drusy Saurat,Shampoo,Cloris Dudeney,1118,57,5,STYLE,100
593,07-09-2017,Sadella Fligg,Hair Cut,Cloris Dudeney,1155,57,3,STYLE,100
594,07-09-2017,Feliza Salt,Shaving,Ralina Pollicatt,1159,54,6,STYLE,100
595,07-09-2017,Dav Uccelli,Hair Spa,Dayle Pfeffle,1149,56,4,STYLE,200
596,07-09-2017,Nathanael Grigoliis,Hair Cut,June Pynn,1136,53,3,STYLE,100
597,07-09-2017,Ted Boshere,Hair Spa,Munroe Cumes,1064,55,4,STYLE,200
598,07-10-2017,Lotty Danbye,Hair Spa,Munroe Cumes,1119,55,4,STYLE,200
599,07-10-2017,Gene Gommes,Color full color,Jackie Leggate,1029,52,1,COLOR,200
600,07-10-2017,Jarid Crut,Hair Spa,Cristine Bosman,1054,51,4,STYLE,200
601,07-10-2017,Klement Arnaudot,Color full color,Munroe Cumes,1043,55,1,COLOR,200
602,07-10-2017,Nani Gravey,Hair Spa,Cloris Dudeney,1094,57,4,STYLE,200
603,07-11-2017,Zenia McKie,Shaving,Munroe Cumes,1095,55,6,STYLE,100
604,07-11-2017,Walton Hulse,Shaving,Cloris Dudeney,1052,57,6,STYLE,100
605,07-11-2017,Stanley Wheelband,Blowdry + style,Munroe Cumes,1120,55,2,STYLE,50
606,07-11-2017,Rubie Kremer,Shaving,Cristine Bosman,1160,51,6,STYLE,100
607,07-11-2017,Andras Sterre,Hair Cut,Ralina Pollicatt,1049,54,3,STYLE,100
608,07-12-2017,Alejandra Lapworth,Shaving,Munroe Cumes,1138,55,6,STYLE,100
609,07-12-2017,Marne Simanek,Shaving,June Pynn,1053,53,6,STYLE,100
610,07-12-2017,Aurthur Bavridge,Color full color,Cloris Dudeney,1098,57,1,COLOR,200
611,07-12-2017,Audrie Quickfall,Hair Spa,Dayle Pfeffle,1169,56,4,STYLE,200
612,7/13/2017,Konstantin Carillo,Color full color,Cristine Bosman,1063,51,1,COLOR,200
613,7/13/2017,Calhoun Cutteridge,Color full color,Dayle Pfeffle,1110,56,1,COLOR,200
614,7/13/2017,Josi Masser,Hair Spa,Dayle Pfeffle,1048,56,4,STYLE,200
615,7/13/2017,Sharline Pawlicki,Shampoo,Cloris Dudeney,1059,57,5,STYLE,100
616,7/13/2017,Gabriell Ballham,Blowdry + style,Dayle Pfeffle,1070,56,2,STYLE,50
617,7/14/2017,Bibi Morritt,Shampoo,Jackie Leggate,1165,52,5,STYLE,100
618,7/14/2017,Patin Crowd,Shaving,Dayle Pfeffle,1100,56,6,STYLE,100
619,7/14/2017,Marne Simanek,Blowdry + style,Dayle Pfeffle,1053,56,2,STYLE,50
620,7/14/2017,Enrichetta Sircomb,Shaving,Munroe Cumes,1105,55,6,STYLE,100
621,7/15/2017,Sylvia Yersin,Hair Spa,June Pynn,1168,53,4,STYLE,200
622,7/15/2017,Andras Sterre,Blowdry + style,June Pynn,1049,53,2,STYLE,50
623,7/15/2017,Francine Kunkler,Color full color,June Pynn,1089,53,1,COLOR,200
624,7/16/2017,Cos Maryan,Shaving,Ralina Pollicatt,1031,54,6,STYLE,100
625,7/17/2017,Rex Sturdgess,Color full color,Munroe Cumes,1033,55,1,COLOR,200
626,7/18/2017,Shara Garey,Shaving,Ralina Pollicatt,1004,54,6,STYLE,100
627,7/18/2017,Susanetta Petzold,Blowdry + style,Dayle Pfeffle,1001,56,2,STYLE,50
628,7/18/2017,Tammi Covolini,Shaving,Dayle Pfeffle,1060,56,6,STYLE,100
629,7/18/2017,Feliza Salt,Shampoo,Jackie Leggate,1159,52,5,STYLE,100
630,7/18/2017,Tommi Minett,Color full color,Ralina Pollicatt,1087,54,1,COLOR,200
631,7/20/2017,Eb Levay,Color full color,Munroe Cumes,1092,55,1,COLOR,200
632,7/20/2017,Josi Masser,Color full color,Dayle Pfeffle,1048,56,1,COLOR,200
633,7/21/2017,Klement Arnaudot,Color full color,Cristine Bosman,1043,51,1,COLOR,200
634,7/21/2017,Rubie Kremer,Color full color,Ralina Pollicatt,1160,54,1,COLOR,200
635,7/21/2017,Rosabelle Merrifield,Shaving,Munroe Cumes,1034,55,6,STYLE,100
636,7/22/2017,Perry McClurg,Shampoo,Cloris Dudeney,1163,57,5,STYLE,100
637,7/22/2017,Gilburt Marchment,Hair Cut,Cloris Dudeney,1091,57,3,STYLE,100
638,7/22/2017,Jarid Crut,Blowdry + style,Dayle Pfeffle,1054,56,2,STYLE,50
639,7/23/2017,Toby MacDwyer,Color full color,Jackie Leggate,1122,52,1,COLOR,200
640,7/23/2017,Courtenay Shyre,Hair Spa,June Pynn,1114,53,4,STYLE,200
641,7/23/2017,Cornelle Sodo,Hair Cut,Jackie Leggate,1143,52,3,STYLE,100
642,7/25/2017,Umberto Gotecliffe,Blowdry + style,Jackie Leggate,1147,52,2,STYLE,50
643,7/25/2017,Rubie Kremer,Blowdry + style,Jackie Leggate,1160,52,2,STYLE,50
644,7/26/2017,Sindee Chevins,Shaving,Dayle Pfeffle,1127,56,6,STYLE,100
645,7/26/2017,Milt Underwood,Shampoo,Dayle Pfeffle,1134,56,5,STYLE,100
646,7/26/2017,Isiahi Fowgies,Hair Cut,June Pynn,1125,53,3,STYLE,100
647,7/27/2017,Heddie Chatainier,Shaving,Munroe Cumes,1038,55,6,STYLE,100
648,7/27/2017,Aleksandr Branford,Blowdry + style,June Pynn,1022,53,2,STYLE,50
649,7/27/2017,Lari Swayland,Shampoo,Cloris Dudeney,1081,57,5,STYLE,100
650,7/28/2017,Tammi Covolini,Color full color,Ralina Pollicatt,1060,54,1,COLOR,200
651,7/28/2017,Umberto Gotecliffe,Color full color,Dayle Pfeffle,1147,56,1,COLOR,200
652,7/28/2017,Feliza Salt,Color full color,Cloris Dudeney,1159,57,1,COLOR,200
653,7/28/2017,Lotty Danbye,Shaving,Munroe Cumes,1119,55,6,STYLE,100
654,7/29/2017,Sadella Fligg,Blowdry + style,Jackie Leggate,1155,52,2,STYLE,50
655,7/29/2017,Jarid Crut,Shampoo,Cristine Bosman,1054,51,5,STYLE,100
656,7/29/2017,Calhoun Cutteridge,Shaving,Munroe Cumes,1110,55,6,STYLE,100
657,7/29/2017,Annadiane Tattersdill,Hair Cut,Dayle Pfeffle,1093,56,3,STYLE,100
658,7/29/2017,Klement Arnaudot,Hair Cut,Ralina Pollicatt,1043,54,3,STYLE,100
659,7/30/2017,Dav Uccelli,Shampoo,Ralina Pollicatt,1149,54,5,STYLE,100
660,7/31/2017,Laney Pontain,Shampoo,Cloris Dudeney,1124,57,5,STYLE,100
661,7/31/2017,Tammi Covolini,Color full color,Jackie Leggate,1060,52,1,COLOR,200
662,08-01-2017,Paddy Pandie,Shampoo,Cloris Dudeney,1044,57,5,STYLE,100
663,08-01-2017,Indira Vallentin,Hair Spa,Cloris Dudeney,1073,57,4,STYLE,200
664,08-02-2017,Web Addionisio,Hair Cut,Dayle Pfeffle,1027,56,3,STYLE,100
665,08-02-2017,Audrie Quickfall,Blowdry + style,Munroe Cumes,1169,55,2,STYLE,50
666,08-02-2017,Eward Jilkes,Shaving,Dayle Pfeffle,1013,56,6,STYLE,100
667,08-02-2017,Don Giorio,Shaving,June Pynn,1167,53,6,STYLE,100
668,08-02-2017,Sayer McClay,Shaving,June Pynn,1019,53,6,STYLE,100
669,08-02-2017,Claudelle Jarritt,Color full color,June Pynn,1083,53,1,COLOR,200
670,08-03-2017,Gilburt Marchment,Blowdry + style,Munroe Cumes,1091,55,2,STYLE,50
671,08-03-2017,Ilysa Hansen,Shampoo,Munroe Cumes,1097,55,5,STYLE,100
672,08-03-2017,Alejandra Lapworth,Shampoo,Dayle Pfeffle,1138,56,5,STYLE,100
673,08-04-2017,Konstantin Carillo,Hair Cut,Ralina Pollicatt,1063,54,3,STYLE,100
674,08-04-2017,Audrie Quickfall,Blowdry + style,Cloris Dudeney,1169,57,2,STYLE,50
675,08-04-2017,Ulrica Petti,Shampoo,June Pynn,1123,53,5,STYLE,100
676,08-05-2017,Amity Chisholm,Hair Cut,Cristine Bosman,1139,51,3,STYLE,100
677,08-05-2017,Ebony Izkovicz,Blowdry + style,June Pynn,1008,53,2,STYLE,50
678,08-05-2017,Rossie Kumar,Shampoo,Munroe Cumes,1140,55,5,STYLE,100
679,08-06-2017,Suki Ebbers,Shampoo,Ralina Pollicatt,1021,54,5,STYLE,100
680,08-07-2017,Allan MacLeod,Shampoo,Cloris Dudeney,1011,57,5,STYLE,100
681,08-07-2017,Perry McClurg,Shampoo,June Pynn,1163,53,5,STYLE,100
